comment,polarity
hasilnya dukung timnas hasil terbaik tpi butuh proses pohon tumbuh berbuah semalam butuh proses pendukung cerdas menang rayakan kalah suport,1
gg,0
indo duitnya tebal pilih indo,1
humble penuh ambisi,1
yes tengkubong,1
gua pelatih mya barack obama igbonefo jir,1
kebiasaan negeri konoha bin wakanda undang undang apaapa,1
buset jt view,0
pemahaman binggris bagus subtitle,1
sedih gk arti bhsa indo nya,1
patrick berhasil membawa indonesia piala dunia babak final legenda dibangun patungnya gbk mualaf namanya berubah mufakir al aghnia,1
pengen tau menangani pemain ruang ganti edannnn assiten pelatih aja klo gitu biar,1
kayanya coach menatal baja pk bravo timnas indonesia semoga kedepannya kalah menang dukung utk sty thanks coach gby,1
lets go bang petrik,0
interview beliau sih kaya tenang meyakinan point lets see lapangan semoga bagus menang,1
semangat legend bawa timnasku masuk pildun visca barca,1
mah piala dunia,1
hnya kluivet yg azli mn,0
kayak patrick spongebob,1
beda banget yg lamayg formasi dipaksakan pemainkalo pk formasi cocok karakter pemain dipakai,1
sedih gak terjemahan nya,1
kei terjemah mbakben paham gk paham bahasa ngonoi soale,1
jossemoga jalan yg tuhan kemajuan sepak bola indonesia bermain piala dunia kalinya bangsa indonesia,1
gestur nya tdk bos lapaangan kamar ganti kepelatihan perhatikan gestur mancini joachim loew herve moriyau sty ngomong hati mapan keraguan ngomong gitu level hati mapan manteb psikisnya layak bos ora mitayani jawa yaa dukung mas kuivert semoga sepakbola indonesia toko langganan maju jaya mapan jaya lancar jaya maju mapan aminnn,1
pake batik ngelatih timnas ok coach,1
alem kalah lawan australia nitizen,1
assalamualaikum bibir umpatan,1
bangga pelatih udah pake baju batik semoga kebanggaan masyarakat indonesia ya aamiiin,1
gatau,1
muncul stiker sty dgn tambahan tulisan piye kabare penak jamanku,1
welcome coach,1
tau si nazwa tentng sepak bola,1
sopan memalukan,0
pengganti sty fans mendukung timnas indonesia pelatih membawa timnas indonesia tugas fans mendukung timnas indonesia,1
filosofi permainannya menyerang sistematisball posision dominationmengontrol permainan kalou berhasil diterapkan,1
curiga interview tanggal desember wkwkwk vibenya kaya interview lamar kerja banget,1
ga translate,0
disisipkan isu tetep santai percaya bukti nya semoga menghilang pembenci fomo merusak track timnas memecah belah pdhal timnas diatas nya personal lgi,1
pribadi bawa sih mbak najwa bahas sepak bola ayo jgn bikin perpecahan biar bersatu dukung timnas,1
dukung timnas indonesia mati kasih kesempatan coach petrick jngan bully dlu tunjukan orang indonesia yg beradab guys,1
pelajar menengah kebawah gk ngrti org berdua ni ngmng ap gk dah terjemahanya,1
love sty cinta indonesia nya support,1
coach patrick bicaranya bagus menguasai,1
bma najwa orang pinter,1
nunggu reaction pengamat bola,1
nazwa drama banget sih ngapain yg gk hubungannya sepakbola artis politisi kali gk ditanyain yg aneh aneh,1
peduli pemain pelatih nyayg timnas indonesia masuk piala dunia,1
yg kluivert yg dag dig dug w pertanyaannya sensitif banget isu yg dibahas netizen sblm kluivert diumumkan jurnalisme yg jd keresahan masyarakat langsung sumber yg benarnya dipertanggungjawabkan mantap mbak nana wolcome coach patrick,1
semoga bahasa kendala pelatih menerapkan taktik dilapangan bsa teratasisemoga aja,1
kwkwkwk gebleg nanyain harga kontrak orgnya langsung ngakak offside kali priiiiiittt priiiittt,1
peran pelatih gak dikhawatirkan dlm pertandingan peran pemain mutlak yg dominan menentukan skill jg kematangan dlm bermain tim faktor utama pelatih spanyol argentina dsb gak menentukan strategi tinggal ngopi pinggir lapangan nonton tribun,1
translate bhsa indonesiasupaya tahuapa yg,0
loh yg butuhkan bahasa inggris biar kemnaa gk pakek penerjemah,1
aura runner nya udah keliatan selamat bertugas coach,1
setuju pernyataan patrick kulivert filosofi sepakbolanya ball posisi dominasi permainan teknik memeberikan way playing higher level taktikal pembawaannya tenang positif jawabannya jujur dibuatbuat mental posturnya bagus ideal tingginya menjaga kondisi fisik pelatih pro fisik menekankan formasi memeriksa formasi cocok tim teknikal kepelatihan meneruskan kinerja sty level percaya timnas potensial jujur realistis penjelasannya jujur setuju patrick kulivert elemen kepelatihan hasil bagus pelatih patrick pintar menghargai kerja keras pemain menekannnya welcome patrick kluivert keep spirit,1
batik colour choice best one welcome,1
gabisa bahasa inggriss,1
ga ngerti ngomong,1
bicara tenang gak alasan tkendala perihal komunikasi,1
lose,0
ga berekspektasi tinggitapi semoga aja membuahkan hasil,1
semga pk membwa timnas da llos pildun,0
stand behind team,1
patrick danny jakarta alex pusing meramu taktik strategi memantau pemain diaspora yg main eropa semoga tim sinergi membawa garuda mendunia stand behind team pat stand team garuda garuda beo cucokrowo,1
aneh acara wawancara politik olahraga sepakbola najwa shihab gak ngerti apapun sepak bola shame mestinya et pssi melindungi timnas menolak urusan sepakbola ditarik keranah politik,1
mata najwa perubahan wajah mudahan budaya patrick,1
dukung timnas,1
najwa specific najwa bkn pakar bola,1
penguasaan emosi bagus tenang positive thingking,1
cung gak ngerti,1
positif aja bersabar dukung timnas,1
nazwa yg menjebak yg menggoreng negatif yg g nyabung dng bola,0
ga sopan nanyanya gitu,0
semoga kluivert secepat mendekati pemain keturunangred yg bermain inggris eropa ian matsen aston villa pascal augustus struijk leeds united milion manhouf stoke city rian flamingo psv jayden oosterwolde venerbahce bekker lille tristan giejier miliano jonathans,1
welcome patrick selamat berjuang,1
om patrickkalo rekrut si madun ronaldo wati legen indo,1
pk orang pintar dr suriname gak terpancing najwa,0
ngak pembicaraanya,0
,0
orang emang ngga diragukan kualitas public speakingnya jaman pemain terbiasa menerima tekanan masyarakat media ngga kaget mba nana elegan profesional best luck meneer show us got,1
translate ga,0
kayak lolos pildun aja,1
queen nebeng,1
wa tunggu,1
patrick orang belanda knp ngomongnya inggris ga ngomong bahasa belanda,1
semoga cocok sm manager target lolos piala dunia tercapai,1
patrick puja kerang ajaib,1
good,1
tolong ferrari diganti lamborghini coach,1
ok coach dukung,1
good,1
ngapain nazwa cari panggungnggak nebeng oesawat au,1
gada terjemahnya,0
alah sty kritik pemain lokalad inget ok semus mengakui sty pemain abroad yg berkarir europa selec pemain nya ad yg candangi menghargai eric tohir sty komen akun bunh nova kaga pemain lokalbawa sampe piala dunia fix kaya fans sty raja drama sty eric pimpim bola indonesia otak kau pake minimal males baca jgn sok galak,1
sedih dengerin patrick nazwa sedih gk ngerti,1
semoga kehancuran,0
omong opo kuwi,1
keputusan tinggal maju,1
ptrick kaget tnya vleu mb nna kepo,1
membenci seseorangtapi membenci timnas garudasebentar berlaga piala dunia amerika amin,1
gausah bahas nya apasih najwa,1
best coach,0
bang messi ngartiii,0
buset dah muncul velue,1
aura positifnyaini mmbwa tim lbih solidsmga timnas hoky,1
minimal kasih translate,1
pemuja sty suruh korea cebokin sty,1
good luck sir,1
pelatih cerdas senyum manis semoga dewi fortuner bersamanya,1
fikirnya beda yah negatif g pusingkan keren sih semangat,1
optimis lolos pemain naturalisasi bertambah ambisi pssi,1
ndak bahasa enggres,1
bintang laut,0
good luck timnas indonesia meneer patric kluivert denny landzaat alex pastoor,1
,0
jujur puas pk seakan menahan ambil aman tp semoga dugaan pk sepenuhnya memiliki memajukan sepak bola timnas sepenuh hati harap prasangka salah,1
ga penerjemah orang indonesia pasih bahasa inggris,1
pelatih nya semoga bawa indonesia perubahan kemajuan sepak bola apapun hasilnya menerima lapang dada welcome coach semoga membawa hasil yan terbaik amiin,1
englishnya bagus,1
yg timnas maen bagus lolos pildun bodo amata pelatihketumnya aldi taher yg pelatih gua dukung ttep dukung timnas,1
let cook,0
jujur enakan denger mba nana ngobrol nontonin konferensi pers nya kluivert sore,1
,0
lihat sikap mba najwa orang kalem tenang fix orang penjudi handal,1
total football comingwelcome coach,0
semangat coach,1
pelatih berbobot import negeriindonesia talenta talenta mudah pelatih pemerintah saring,1
dukung sty pindah negara sty udah tamat dukung sty timnas gak dukung patrick pelatih timnas gak apaapa fungsi,1
rezeki henti makasih e,1
jakpot langsung mengalir buruan coba e dapet,1
gak terjamah nya gak erti bilang,1
semoga rezeki eini berkah bermanfaat,1
penuh kebahagiaan e rezeki menghampiri,1
ebikin hidup berwarna cuan gak berhenti,1
bermain esecara otomatis hati bahagia rezeki mengatur menjamin,1
gak bosan main e update,1
ok tunggu aksinya patrick,1
prediksi gua sih indonesia australia penyesuaian tekanan indonesia bahrain strong balas dendam indonesia china percaya comeback indonesia japan greateful total point insya allah lolos pildun udah saaat nyaaa tottaly dukung coach dukung pemain jaga mentalitas squad garuda lolos pildun,1
rezeki e senang banget,1
ebikin hidup asyik rezeki henti,1
langsung coba edan lewatkan kesempatan,1
nervous banget kyknya dpn najwa sihab wkwkwk dlm pikiran patrilk kluvert bulsyet kena dor dor ladys bahasa tubuhnya bergerak konstan yg dinamis mata merah sesi narasi,1
gercep nazwa,0
tu orang facebook dirujak abisabisan,0
pertanyaannya gk berbobot masak personal dibawa propesionalratu darurat,1
berharap sm manusia kecewaberharap allah insya allah bahagia,1
ngapain pakai poadcastnya pertanyaanya mengundang,0
peningkatan pembenahan pemain tinggal metik hasil nya,1
pakai bahasa planet ga orang indo tau arti bahasa planet tulisan penerjemahan bhsindo nya dnk najwa sihab,1
wkwk udh translate gangerti jawabanjawaban kluivert udh keliatan ngibul ni org blm nonton ga aware sm pemain indo sekocak non diaspora seengganya risetbeneran nonton match indo yg udah udah biar ngasih pandangan yg bener gitu pemain indo,1
remember indonesian football fans keep support stay behind national team go indonesia ya tuhan wujudkanlah mimpi negara pencinta bola tampil pentas piala dunia,1
fans sty tolong move pokus dukung paltih timnas pelatihnya kalo udah resmi pelatih dui dukung,1
gaskeun kuch,0
semoga niat smua teristimewa pelatih ridhoi allah swt aamiin makasih mba nana suskes,1
buktikan dlu sty hati,1
gw shock sedih sty dipecat yasudahlah gw ttp hrus dukung pelatih nya timnas indonesia membaik,1
tolong kasih tulisan penerjemahnya sya tidk mengerti bhsanya,1
gercep kali bahh kak najwa,0
terjemahan nya,1
mbak najwa suruh si patrick suruh pulang aja spongebob nyariin tuh,1
welcome indonesia patrick,1
tekaharti ngomongken naon,1
teka teki tunggu maret,1
gk kasih terjemahan,1
mengerti yg ucapkan yes smoking,1
kluivert,0
orang kharismnya positifsmoga aja sukses timnas,1
semangat indonesia go world cup pakde kluivert,1
humble berwibawaaura nya positifgk baperan yg terpenting komunikasi nya lancar gk pake translator lg good luck patrick,1
slamat coach,0
wawancara yg tegang bak penyidik,1
terbangkan garuda piala dunia coach patrick,1
yg sedih sayasedih g ngerti artinyatapi pelatihnya nonton dukung timnas,1
pola orang realistis gak mikirin fokus kedepan,1
terima kasih sty semoga sukses patrick believe,1
yg nonton pencet subtittel indonesia sy tunjukan like nya,1
propaganda,0
feelingku pelatih timnas indonesia lbh semoga aura,1
translate nya,0
yisrail chai,0
intinya bhs ingris dijadikan bhs national biar rakyat mengkritik pk bhs ingris,1
proses hasil,1
good luck coach,1
cepet bahasa inggris mbak nana tril,1
sty bingung cari kerjaan gaji yg dtrima indonesia inter milan liverpool kagak bs,1
goodluck coach,0
lihat tau coach kemarin coach kalo pake teruskanlah kalo gak pake ganti kemarin setuju,1
mbak najwa yg bersifat pribadi formal interview gini kecuali podcastpk lg semangatnya fokus membawa timnas indonesia wc pribadinya come najwabe professional,1
nggak ngerti bahasa engris,1
ngobrol gak terjemahannya ngeliat orang ngmong gak gerti bahasa,1
bravo,0
mbak najwa tajam tedeng aling patrick hati menjawabnya keraguan dr bbrp utk menjawabnya semoga terbukti yg patrick ucapkan untul patrick welcome club timnas indonesia enjoy buktikan,1
sayaa setuju dgn filosofi ball posisition,1
rame rame wkkek,1
evaluasi game jawabannya tumpul normatif yg ditingkatkan jg bilangnya udh bagus tinggal ditingkatkan moga aja penilaian et bener,1
bahasa inggrisnya nana ko kalah jokowo,1
positif vibes,1
wellcome indonesia coach good luck game believe,1
bener pendengung wkk,1
man topicgk yg melenceng kapasitas nya penjawab,1
bahas pribadi orang orang bikin timnas hancur,1
media dapet et doang mbak najwa dapet pk langsung wkkwkw gileee,1
terjemahan nya mbak najwa,1
dengerin pas tidur bahasa wngres ga la,1
blunder et,0
point dah aja,1
adlh kuncinya akn smbuhkn luka kcewa dhati fans timnas yg khilangan coach shin tae yong akn mbuktikn apkah coach patrick kluivert maksimalkn potensi kmampuan smua pmain timnas jg akn mleburkn smua pbedaan tuntutan yg mjadi ksatuan smangat langkah dlm meraih cita bsamatimnas indonesia mendunia tiada yg salah krn brada djalan yg samatiada yg pling krn tujuan tiada yg abadi dunia kcuali prubahandan yg slalu hrs hadapi jalani dgn sgala kbesaran jiwa srta pikiran trbuka timnas yg kuat ddukung fans yg bmartabat viva garudajaya timnas indonesia,1
dukung indonesia stop menyebut towel pengamat,1
tunjukkan pesonamu,0
suka gaya bicaranya gak ngerti inti nya semangat komitmen timnas,1
jawabannya yg main aman yaa jg pelatih kali ya tp keknya ga lolos round deh klo kesan interview,1
mantan pendosa sok alim eh g taunya dosa,1
black mamba formasinya kuat kokoh,1
come guys everybody stand behind team,1
stand behind team diajak bersatu membela team,1
gila cecer najwauntungnya pk kyknya orangnya positifga baperanmudahan dah bawa timnas lolos,1
fans sepak bola indonesia menyayangkan pssi memilih p k pelatih latih pk indonesia meredup piala dunia asia tenggara berprestasi,1
words positive thinking,0
tambahin translate nya,0
normatif jawabannya kaya politisi,1
kluivert tohir outt,0
malu maluin aja sih knp naya peribadi orgitu kontik sipak bola,1
ono sing gawe video terjemahan e ra iki,1
nebeng,0
ga terjemahan nya,1
kriktik kerja sepakbola oke kritik ranah pribadi udh parah,1
ga nyangka papa victor igbonefo pelatih timnas,1
bener legenda belanda si patrick kluivert ketawa main bola lapangan cita percaya belanda loh bahka terinspirasi main bola si dennis bergkamp beliau fobia pesawat terbang segi permainan kemana bagusan dennis bergkamp patrick ni temannya spongebob,1
ga ngerti english bu,1
gilaa sih kalem berkelas agus buntung pas korbannya gitu,1
nebeng muncul,1
,0
text nya,0
teu kaharti bahasa na atuh,1
anying nyinggung bet,0
ka najwa ga kasih terjamaahan nya untung cc youtube tau yes aja ka najwa udah suami si ges cantiknyoo,1
nonton kaya ngerti aja hahaha,1
banyakan buzerr coment cair,1
gk peterjemahannya kayak omongan orang bisu ajha,1
semoga berhasil coach,1
jawabanya normatif belom riset tajemin mbk nana mbk nana menahan semoga,1
kren bnget cooookkk gilla menjwab ketenangan ngadpin situasi speti gilaaa pokonya mantap ni platih,1
pelatih timnas sty pk gua pribadi optimis turunnya sty terlepas intrik yg didlm timnas federasi percaya keputusan diambil hasrat memperbaiki timnas fans yg blm bs move sty coba deh ingey nglatih sepercaya,1
gak ngerti ya ucapkan perbincangan lihat selesai senyum geleng bingung dgn perbincangan,1
